numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCAZA48006		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48007		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48008		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48013		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48014		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48015		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48016		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48017		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48018		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48019		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48020		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	boulengeri		Ecuador	Pichincha	Desconocido	Desconocido	La Unión del Toachi, Centro de Interpretación Ambiental Otongachi		Indeterminada	800	800	Desconocido	-0.325776	-78.94897		2009-09-02T00:00:00	2009-09-02T00:00:00					Nora Lisa Krutz		0			
QCAZA48021		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	boulengeri		Ecuador	Pichincha	Desconocido	Desconocido	La Unión del Toachi, Centro de Interpretación Ambiental Otongachi		Indeterminada	800	800	Desconocido	-0.325776	-78.94897		2009-09-02T00:00:00	2009-09-02T00:00:00					Nora Lisa Krutz		0			
QCAZA48022		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48023		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48024		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	awa		Ecuador	Cotopaxi	Desconocido	Desconocido	La Maná		Indeterminada			Desconocido	-0.941470	-79.21584		2008-11-29T00:00:00	2008-11-29T00:00:00					Jan Verkade		0			
QCAZA48025	SC30159	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Desconocido	Moraspungo	Camino Moraspungo - El Corazón		Georreferenciación	1500	1500	WGS 84	-1.148169	-79.15158		2009-04-28T00:00:00	2009-04-28T00:00:00					Jan Verkade	2018-03-27T00:00:00	0			
QCAZA48026	SC30166	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Desconocido	Moraspungo	Camino Moraspungo - El Corazón		Georreferenciación	1500	1500	WGS 84	-1.148169	-79.15158		2009-04-28T00:00:00	2009-04-28T00:00:00					Jan Verkade	2018-03-27T00:00:00	0			
QCAZA48027	SC30157	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Desconocido	Moraspungo	Camino Moraspungo - El Corazón		Georreferenciación	1500	1500	WGS 84	-1.148169	-79.15158		2009-04-28T00:00:00	2009-04-28T00:00:00					Jan Verkade	2018-03-27T00:00:00	0			
QCAZA48028	SC30158	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Desconocido	Moraspungo	Camino Moraspungo - El Corazón		Georreferenciación	1500	1500	WGS 84	-1.148169	-79.15158		2009-04-28T00:00:00	2009-04-28T00:00:00					Jan Verkade	2018-03-27T00:00:00	0			
QCAZA48029		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ranitomeya	variabilis		Ecuador	Napo	Tena	Chontapunta	Comunidad Gareno	Provincia: Napo, Cantón: Tena, Parroquia: Chontapunta, Comunidad Gareno, Coordenadas: S 01,04856º, W 077,37742, altitud: 334	Indeterminada	334	334	Desconocido	-1.048559	-77.37742		2009-03-26T00:00:00	2009-03-26T00:00:00					Silvia  Aldás		1			
QCAZA48040		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48041		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia		0			
QCAZA48042		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48043		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48044		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48045		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48046		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48047		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48048		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48049		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA4805		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	subpunctatus		Colombia	Cundinamarca	Desconocido	Desconocido	Bogotá	Bogotá.   	Información insuficiente o imprecisa para georeferenciación			Desconocido				1993-12-01T00:00:00	1993-12-01T00:00:00					Ricardo Schamalbach	2010-06-25T00:00:00	0			
QCAZA48050		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48051		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48052		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48053		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48054		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48055		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia		0			
QCAZA48056		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48057		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48058		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48059		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA4806		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	subpunctatus		Colombia	Cundinamarca	Desconocido	Desconocido	Bogotá	Bogotá.   	Información insuficiente o imprecisa para georeferenciación			Desconocido				1993-12-01T00:00:00	1993-12-01T00:00:00					Ricardo Schamalbach	2010-06-25T00:00:00	0			
QCAZA48060		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Amaluza	Paguancay	Provincia: Azuay, Cantón: Sevilla de Oro, Parroquia: Amaluza, Caserío: Pahancay, S2,63506º, W78,60097º, 2418 m	Indeterminada	2418	2418	Desconocido	-2.63605	-78.60097		2008-09-10T00:00:00	2008-09-10T00:00:00					Ítalo Tapia	2010-05-05T00:00:00	0			
QCAZA48062		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Desconocido	Barrio Buenos Aires 		Indeterminada			Desconocido	-2.858686	-79.06246		2009-10-22T00:00:00	2009-10-22T00:00:00					Juan Fernando Dueñas	2010-05-05T00:00:00	0			
QCAZA4807		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	subpunctatus		Colombia	Cundinamarca	Desconocido	Desconocido	Bogotá	Bogotá.   	Información insuficiente o imprecisa para georeferenciación			Desconocido				1993-12-01T00:00:00	1993-12-01T00:00:00					Ricardo Schamalbach	2010-06-25T00:00:00	0			
QCAZA48070		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Cuenca	Desconocido	Barrio Buenos Aires		Indeterminada			Desconocido	-2.858686	-79.06246		2008-09-09T00:00:00	2008-09-09T00:00:00					Juan Fernando Dueñas		0			
QCAZA48078		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Desconocido	Desconocido	Soldados		Indeterminada	3185	3185	Desconocido	-2.934549	-79.21169		2008-09-30T00:00:00	2008-09-30T00:00:00					Juan Fernando Dueñas	2010-05-05T00:00:00	0			
QCAZA48079		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Desconocido	Desconocido	Soldados		Indeterminada	3185	3185	Desconocido	-2.934549	-79.21169		2008-09-03T00:00:00	2008-09-03T00:00:00					Juan Fernando Dueñas	2010-05-05T00:00:00	0			
QCAZA4808		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	subpunctatus		Colombia	Cundinamarca	Desconocido	Desconocido	Bogotá	Bogotá.   	Información insuficiente o imprecisa para georeferenciación			Desconocido				1993-12-01T00:00:00	1993-12-01T00:00:00					Ricardo Schamalbach	2010-06-25T00:00:00	0			
QCAZA48080	SC26454	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	machalilla		Ecuador	Guayas	Desconocido	Desconocido	Cerro Blanco ¨Fundación Pro-Bosque¨ km 2 vía a la costa	Guayas,  Cerro Blanco ¨Fundación Pro-Bosque¨ km 2 vía a la costa	Georreferenciación			Desconocido	-2.15	-80.06699		2010-02-15T00:00:00	2010-02-15T00:00:00					Ailín Blasco	2012-09-21T00:00:00	0			
QCAZA48081		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Desconocido	Barrio Buenos Aires		Indeterminada			Desconocido	-2.858686	-79.06246		2008-09-09T00:00:00	2008-09-09T00:00:00					Juan Fernando Dueñas	2010-05-05T00:00:00	0			
QCAZA48082	SC24144	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Desconocido	Desconocido	Soldados		Indeterminada	3185	3185	Desconocido	-2.93445	-79.21169		2008-09-09T00:00:00	2008-09-09T00:00:00					Juan Fernando Dueñas		0			
QCAZA48083		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Desconocido	Desconocido	Soldados		Indeterminada	3185	3185	Desconocido	-2.93445	-79.21169		2008-09-09T00:00:00	2008-09-09T00:00:00					Juan Fernando Dueñas	2010-05-05T00:00:00	0			
QCAZA48084		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Desconocido	Desconocido		Desconocido			Desconocido	-2.798000	-78.65200		2008-09-23T00:00:00	2008-09-23T00:00:00					Juan Fernando Dueñas	2010-05-05T00:00:00	0			
QCAZA48085		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Desconocido	Desconocido		Georreferenciación			Desconocido	-2.798000	-78.65200		2008-01-01T00:00:00						Juan Fernando Dueñas	2010-05-05T00:00:00	0			
QCAZA48086		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	vertebralis		Ecuador	Azuay	Sevilla de Oro	Desconocido	Desconocido		Georreferenciación			Desconocido	-2.798000	-78.65200		2008-01-01T00:00:00						Juan Fernando Dueñas	2010-05-05T00:00:00	0			
QCAZA4809		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	subpunctatus		Colombia	Cundinamarca	Desconocido	Desconocido	Bogotá	Bogotá.   	Información insuficiente o imprecisa para georeferenciación			Desconocido				1993-12-01T00:00:00	1993-12-01T00:00:00					Ricardo Schamalbach	2010-06-25T00:00:00	0			
QCAZA4810		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	subpunctatus		Colombia	Cundinamarca	Desconocido	Desconocido	Bogotá	Bogotá.   	Información insuficiente o imprecisa para georeferenciación			Desconocido				1993-12-01T00:00:00	1993-12-01T00:00:00					Ricardo Schamalbach	2010-06-25T00:00:00	0			
QCAZA4811		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	subpunctatus		Colombia	Cundinamarca	Desconocido	Desconocido	Bogotá	Bogotá.   	Información insuficiente o imprecisa para georeferenciación			Desconocido				1993-12-01T00:00:00	1993-12-01T00:00:00					Ricardo Schamalbach	2010-06-25T00:00:00	0			
QCAZA48114	SC32810	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Ameerega	bilinguis		Ecuador	Napo	Tena	Chontapunta	Comunidad Miñinpari	Napo, Tena, Chontapunta, Miñinpari, coordenadas: S 01,10980º, W 077,40068º, altitud 415	Indeterminada	415	415	Desconocido	-1.109799	-77.40067		2010-03-21T00:00:00	2010-03-21T00:00:00					Silvia  Aldás	2010-06-25T00:00:00	0			
QCAZA48115	SC32811	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	yasuni		Ecuador	Napo	Tena	Chontapunta	Comunidad Miñinpari	Napo, Tena, Chontapunta, Miñinpari, coordenadas: S 01,10980º, W 077,40068º, altitud 415	Indeterminada	415	415	Desconocido	-1.109799	-77.40067		2010-03-21T00:00:00	2010-03-21T00:00:00					Silvia  Aldás	2014-12-01T00:00:00	0			
QCAZA4812		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	subpunctatus		Colombia	Cundinamarca	Desconocido	Desconocido	Bogotá	Bogotá.   	Información insuficiente o imprecisa para georeferenciación			Desconocido				1993-12-01T00:00:00	1993-12-01T00:00:00					Ricardo Schamalbach	2010-06-25T00:00:00	0			
QCAZA48121	SC32203	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Loja	Puyango	Alamor	Cerca del Alamor a 2 km hacia Celica a mano izquierda de carretera en platanal	Provincia Loja, Cantón Alamor, Parroqui: Alamor, ahama, base militar N.-3, tope de las montañas con antenas militares, coordenadas: S 04,01842¨, W 080,00420´´, altitud 1250	Indeterminada	1250	1250	Desconocido	-4.018419	-80.00419		2010-02-23T00:00:00	2010-02-23T00:00:00					Elicio Tapia		1			
QCAZA48122	SC32333	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Loja	Zapotillo	Garza Real	Las Vertientes	Provincia Loja, Cantón: Zapotillo, Parroquia: Garza Real, Sector: Las Vertientes, coordenadas: S 04,29031, W 80,23624, altitud 238	Indeterminada	238	238	Desconocido	-4.290309	-80.23623		2010-03-03T00:00:00	2010-03-03T00:00:00					Elicio Tapia		0			
QCAZA48123	SC32334	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Loja	Zapotillo	Garza Real	Las Vertientes	Provincia Loja, Cantón: Zapotillo, Parroquia: Garza Real, Sector: Las Vertientes, coordenadas: S 04,29031, W 80,23624, altitud 238	Indeterminada	238	238	Desconocido	-4.290309	-80.23623		2010-03-03T00:00:00	2010-03-03T00:00:00					Elicio Tapia		0			
QCAZA48124		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Camilo Ponce Enríquez	Desconocido	Rica, bosque remanente de bosque tropical	 	Indeterminada	1188	1188	Desconocido	-3.088000	-79.66966		2010-03-07T00:00:00	2010-03-07T00:00:00					Elicio Tapia		0			
QCAZA48128		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Camilo Ponce Enríquez	Desconocido	Rica, bosque remanente de bosque tropical	 	Indeterminada	1188	1188	Desconocido	-3.088000	-79.66966		2010-03-07T00:00:00	2010-03-07T00:00:00					Elicio Tapia		0			
QCAZA48129		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	anthonyi		Ecuador	Azuay	Camilo Ponce Enríquez	Desconocido	Rica, bosque remanente de bosque tropical	 	Indeterminada	1188	1188	Desconocido	-3.088000	-79.66966		2010-03-07T00:00:00	2010-03-07T00:00:00					Elicio Tapia		0			
QCAZA4813		Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	subpunctatus		Colombia	Cundinamarca	Desconocido	Desconocido	Bogotá	Bogotá.   	Información insuficiente o imprecisa para georeferenciación			Desconocido				1993-12-01T00:00:00	1993-12-01T00:00:00					Ricardo Schamalbach	2010-06-25T00:00:00	0			
